player,comp,season,Progressive Passes,Key passes,Pass completion %,Shot creating actions p 90,1/3,Matches Played,Avg Mins per Match
Federico Ricci,Serie A,2017-18,34.0,11.0,60.7,2.44,13.0,15,61.4
Giovanni Crociata,Serie A,2017-18,9.0,4.0,68.4,3.11,6.0,11,26.363636363636363
Leandro Cabrera,Serie A,2017-18,10.0,1.0,66.1,0.49,9.0,5,73.0
Marcello Trotta,Serie A,2017-18,55.0,27.0,69.2,2.79,30.0,34,66.41176470588235
Marco Capuano,Serie A,2017-18,37.0,1.0,81.2,0.32,26.0,16,87.9375
Marco Tumminello,Serie A,2017-18,3.0,1.0,65.8,2.22,2.0,9,22.555555555555557
Marcus Rohdén,Serie A,2017-18,44.0,12.0,66.3,1.43,33.0,26,62.76923076923077
Mariano Julio Izco,Serie A,2017-18,8.0,0.0,78.7,0.0,11.0,5,35.6
Mario Sampirisi,Serie A,2017-18,109.0,8.0,74.8,0.78,95.0,31,70.7741935483871
Moussa Diaby,Serie A,2017-18,1.0,0.0,65.0,1.3,0.0,2,34.5
Niccolò Zanellato,Serie A,2017-18,4.0,2.0,66.7,1.2,2.0,1,75.0
Noë Dussenne,Serie A,2017-18,1.0,0.0,42.1,0.0,1.0,1,84.0
Oliver Kragl,Serie A,2017-18,4.0,3.0,71.1,5.51,3.0,5,19.8
Rolando Mandragora,Serie A,2017-18,159.0,24.0,78.7,1.56,109.0,36,90.0
Simeon Nwankwo,Serie A,2017-18,24.0,16.0,65.0,2.81,22.0,23,53.0
Stefan Simić,Serie A,2017-18,10.0,0.0,78.2,0.0,6.0,9,61.666666666666664
Bartłomiej Drągowski,Serie A,2017-18,0.0,0.0,54.9,0.41,3.0,3,72.33333333333333
Bruno Gaspar,Serie A,2017-18,52.0,10.0,80.9,2.88,35.0,15,52.06666666666667
Bryan Dabo,Serie A,2017-18,31.0,4.0,76.4,1.68,18.0,10,59.1
Carlos Sánchez,Serie A,2017-18,21.0,0.0,83.3,0.49,13.0,9,40.888888888888886
Cristiano Biraghi,Serie A,2017-18,81.0,58.0,70.8,2.9,68.0,34,87.6470588235294
Cyril Théréau,Serie A,2017-18,45.0,22.0,77.9,3.71,31.0,20,55.6
Davide Astori,Serie A,2017-18,97.0,9.0,86.0,1.2,92.0,25,90.0
Diego Falcinelli,Serie A,2017-18,9.0,5.0,72.4,3.9,3.0,12,36.666666666666664
Federico Chiesa,Serie A,2017-18,106.0,57.0,71.7,4.39,45.0,36,83.66666666666667
Germán Pezzella,Serie A,2017-18,142.0,8.0,83.9,0.76,82.0,34,87.61764705882354
Gil Bastião Dias,Serie A,2017-18,43.0,22.0,77.1,4.01,20.0,27,44.074074074074076
Giovanni Simeone,Serie A,2017-18,32.0,37.0,68.3,2.76,24.0,38,78.89473684210526
Jordan Veretout,Serie A,2017-18,288.0,52.0,80.9,4.26,242.0,36,89.13888888888889
Khouma Babacar,Serie A,2017-18,12.0,8.0,74.8,2.61,5.0,16,28.0
Marco Benassi,Serie A,2017-18,152.0,40.0,73.5,2.75,116.0,35,79.48571428571428
Marco Sportiello,Serie A,2017-18,0.0,1.0,75.4,0.06,7.0,37,86.54054054054055
Maximiliano Olivera,Serie A,2017-18,17.0,4.0,78.4,1.98,7.0,7,58.857142857142854
Milan Badelj,Serie A,2017-18,222.0,42.0,82.8,3.71,172.0,27,87.07407407407408
Nenad Tomović,Serie A,2017-18,10.0,2.0,84.0,2.67,7.0,2,67.5
Nikola Milenković,Serie A,2017-18,54.0,3.0,84.0,0.93,37.0,16,78.375
Rafik Zekhnini,Serie A,2017-18,0.0,1.0,80.0,8.18,0.0,1,11.0
Riccardo Saponara,Serie A,2017-18,85.0,36.0,78.2,6.31,49.0,18,50.0
Sebastián Cristóforo,Serie A,2017-18,18.0,2.0,80.8,2.35,11.0,7,38.285714285714285
Simone Lo Faso,Serie A,2017-18,0.0,1.0,88.2,5.0,2.0,2,18.0
Valentin Eysseric,Serie A,2017-18,47.0,23.0,73.5,5.36,30.0,21,33.61904761904762
Vincent Laurini,Serie A,2017-18,100.0,15.0,77.8,2.07,83.0,22,73.0909090909091
Vitor Hugo,Serie A,2017-18,31.0,2.0,85.9,0.67,22.0,19,63.578947368421055
Adel Taarabt,Serie A,2017-18,81.0,34.0,76.5,4.52,51.0,22,73.4090909090909
Aleandro Rosi,Serie A,2017-18,55.0,7.0,69.2,0.9,51.0,24,70.83333333333333
Andrea Bertolacci,Serie A,2017-18,211.0,26.0,79.6,1.99,190.0,33,87.72727272727273
Andrey Galabinov,Serie A,2017-18,25.0,12.0,63.9,1.83,18.0,20,56.45
Armando Izzo,Serie A,2017-18,57.0,3.0,74.8,0.71,61.0,16,86.6875
Daniel Bessa,Serie A,2017-18,18.0,6.0,80.1,2.88,15.0,11,39.81818181818182
Darko Lazović,Serie A,2017-18,47.0,14.0,70.1,3.1,34.0,21,59.142857142857146
Davide Biraschi,Serie A,2017-18,84.0,10.0,76.1,0.95,79.0,23,78.08695652173913
Diego Laxalt,Serie A,2017-18,91.0,24.0,70.1,1.76,60.0,32,87.6875
Eddie Salcedo,Serie A,2017-18,0.0,0.0,85.7,0.0,0.0,2,17.0
Ervin Zukanović,Serie A,2017-18,135.0,13.0,82.5,1.32,119.0,31,92.6774193548387
Eugenio Lamanna,Serie A,2017-18,0.0,0.0,69.6,0.0,1.0,1,90.0
Federico Ricci,Serie A,2017-18,13.0,4.0,64.5,4.15,8.0,5,43.4
Francesco Migliore,Serie A,2017-18,8.0,3.0,72.2,1.09,7.0,6,54.833333333333336
Gianluca Lapadula,Serie A,2017-18,17.0,14.0,62.2,2.59,7.0,28,53.392857142857146
Giuseppe Rossi,Serie A,2017-18,11.0,1.0,80.7,3.12,3.0,9,28.88888888888889
Goran Pandev,Serie A,2017-18,101.0,31.0,72.8,3.89,53.0,32,56.34375
Isaac Cofie,Serie A,2017-18,32.0,1.0,79.9,0.61,24.0,12,49.25
Iuri Medeiros,Serie A,2017-18,34.0,14.0,68.8,3.93,16.0,11,58.27272727272727
Jawad El Yamiq,Serie A,2017-18,7.0,0.0,81.4,0.5,14.0,4,90.0
Luca Rigoni,Serie A,2017-18,75.0,14.0,79.9,1.83,63.0,23,68.43478260869566
Luca Rossettini,Serie A,2017-18,52.0,3.0,83.0,0.36,53.0,23,88.1304347826087
Mattia Perin,Serie A,2017-18,0.0,1.0,61.9,0.16,27.0,37,90.0
Miguel Veloso,Serie A,2017-18,113.0,19.0,76.5,2.28,97.0,22,78.81818181818181
Nicolás Spolli,Serie A,2017-18,34.0,2.0,86.8,0.36,18.0,21,85.61904761904762
Oscar Hiljemark,Serie A,2017-18,73.0,36.0,77.3,4.08,52.0,15,85.26666666666667
Pedro Pereira,Serie A,2017-18,8.0,2.0,69.5,1.89,4.0,6,63.5
Petar Brlek,Serie A,2017-18,10.0,1.0,81.0,0.39,7.0,5,46.4
Pietro Pellegri,Serie A,2017-18,3.0,4.0,76.6,1.6,1.0,6,47.0
Raffaele Palladino,Serie A,2017-18,9.0,8.0,74.0,4.29,3.0,4,57.75
Ricardo Centurión,Serie A,2017-18,3.0,0.0,61.9,0.0,0.0,3,18.0
Santiago Gentiletti,Serie A,2017-18,33.0,0.0,89.7,1.24,30.0,4,72.75
Stephane Omeonga,Serie A,2017-18,35.0,9.0,82.5,2.49,43.0,19,41.94736842105263
Alessio Cerci,Serie A,2017-18,42.0,25.0,63.7,3.08,18.0,24,68.125
Alex Ferrari,Serie A,2017-18,61.0,5.0,74.0,0.97,53.0,25,85.44
Andrea Danzi,Serie A,2017-18,16.0,1.0,89.7,1.15,4.0,5,78.6
Antonio Caracciolo,Serie A,2017-18,33.0,4.0,80.0,0.47,23.0,33,86.57575757575758
Bruno Petković,Serie A,2017-18,25.0,12.0,64.8,2.64,14.0,16,57.625
Bruno Zuculini,Serie A,2017-18,58.0,2.0,81.6,1.11,45.0,16,76.0
Daniel Bessa,Serie A,2017-18,68.0,23.0,80.1,3.29,54.0,17,81.70588235294117
Daniele Verde,Serie A,2017-18,68.0,22.0,66.2,2.3,45.0,30,65.13333333333334
Deian Boldor,Serie A,2017-18,4.0,1.0,80.6,1.0,3.0,1,90.0
Enrico Bearzotti,Serie A,2017-18,16.0,1.0,74.6,1.1,11.0,6,68.33333333333333
Franco Zuculini,Serie A,2017-18,17.0,5.0,81.8,2.18,14.0,11,29.90909090909091
Giampaolo Pazzini,Serie A,2017-18,14.0,5.0,70.4,1.45,6.0,19,52.21052631578947
Gian Filippo Felicioli,Serie A,2017-18,7.0,0.0,73.5,0.32,3.0,6,46.166666666666664
Jagoš Vuković,Serie A,2017-18,30.0,3.0,81.6,0.34,21.0,15,88.86666666666666
Lee Seung-woo,Serie A,2017-18,18.0,3.0,76.8,2.78,12.0,14,25.571428571428573
Marcel Büchel,Serie A,2017-18,60.0,12.0,76.2,1.54,43.0,23,73.73913043478261
Marco Fossati,Serie A,2017-18,73.0,6.0,81.9,2.13,58.0,17,64.76470588235294
Marco Silvestri,Serie A,2017-18,0.0,0.0,72.7,0.0,0.0,2,90.0
Martín Cáceres,Serie A,2017-18,48.0,4.0,71.9,1.54,34.0,14,83.21428571428571
Matteo Bianchetti,Serie A,2017-18,7.0,0.0,73.5,1.45,3.0,2,62.0
Mattia Valoti,Serie A,2017-18,56.0,11.0,69.5,1.66,41.0,26,60.65384615384615
Mattia Zaccagni,Serie A,2017-18,6.0,0.0,72.1,1.79,6.0,6,25.333333333333332
Mohamed Fares,Serie A,2017-18,72.0,18.0,66.6,1.69,61.0,30,86.8
Moise Kean,Serie A,2017-18,13.0,8.0,72.0,1.75,7.0,19,59.526315789473685
Nícolas Andrade,Serie A,2017-18,1.0,1.0,60.1,0.31,10.0,36,90.0
Rolando Aarons,Serie A,2017-18,17.0,3.0,72.5,0.87,8.0,11,47.0
Ryder Matos,Serie A,2017-18,18.0,6.0,77.2,1.66,14.0,14,69.85714285714286
Rômulo,Serie A,2017-18,121.0,50.0,73.3,2.44,99.0,37,85.62162162162163
Samuel Souprayen,Serie A,2017-18,59.0,7.0,81.5,0.8,42.0,22,71.9090909090909
Simone Calvano,Serie A,2017-18,23.0,2.0,75.9,0.7,20.0,15,42.93333333333333
Thomas Heurtaux,Serie A,2017-18,22.0,1.0,80.8,0.26,21.0,17,81.88235294117646
Ľubomír Tupta,Serie A,2017-18,4.0,1.0,69.2,2.81,2.0,2,16.0
Andrea Pinamonti,Serie A,2017-18,0.0,0.0,100.0,0.0,0.0,1,14.0
Andrea Ranocchia,Serie A,2017-18,19.0,0.0,89.8,0.43,10.0,11,57.0
Antonio Candreva,Serie A,2017-18,120.0,71.0,71.6,4.92,62.0,36,70.47222222222223
Borja Valero,Serie A,2017-18,236.0,35.0,90.2,2.91,206.0,36,71.22222222222223
Dalbert Henrique,Serie A,2017-18,29.0,3.0,78.4,1.36,28.0,13,40.84615384615385
Danilo D'Ambrosio,Serie A,2017-18,179.0,20.0,81.1,2.21,134.0,34,87.61764705882354
Davide Santon,Serie A,2017-18,32.0,2.0,80.0,1.08,26.0,15,55.733333333333334
Ivan Perišić,Serie A,2017-18,116.0,74.0,67.6,3.69,52.0,37,89.54054054054055
João Cancelo,Serie A,2017-18,129.0,34.0,77.1,3.16,82.0,26,71.1923076923077
João Mário,Serie A,2017-18,43.0,17.0,84.6,5.53,23.0,14,39.57142857142857
Lisandro López,Serie A,2017-18,1.0,0.0,92.9,0.0,0.0,1,45.0
Marcelo Brozović,Serie A,2017-18,239.0,59.0,84.3,5.14,197.0,31,62.12903225806452
Matías Vecino,Serie A,2017-18,179.0,23.0,87.2,3.16,171.0,29,73.6896551724138
Mauro Icardi,Serie A,2017-18,38.0,30.0,73.0,2.13,21.0,34,87.0
Milan Škriniar,Serie A,2017-18,144.0,8.0,91.0,0.82,95.0,38,90.0
Miranda,Serie A,2017-18,78.0,5.0,87.3,0.59,59.0,31,87.93548387096774
Rafinha,Serie A,2017-18,93.0,29.0,87.6,5.52,55.0,17,61.35294117647059
Roberto Gagliardini,Serie A,2017-18,137.0,17.0,84.0,1.59,131.0,30,66.26666666666667
Samir Handanović,Serie A,2017-18,0.0,0.0,84.1,0.13,1.0,38,90.0
Yann Karamoh,Serie A,2017-18,21.0,2.0,77.3,4.24,17.0,16,30.5625
Yuto Nagatomo,Serie A,2017-18,27.0,8.0,78.8,1.82,20.0,11,71.81818181818181
Éder,Serie A,2017-18,17.0,14.0,81.2,3.73,9.0,29,27.586206896551722
Alex Sandro,Serie A,2017-18,136.0,27.0,83.4,2.89,115.0,26,81.42307692307692
Andrea Barzagli,Serie A,2017-18,81.0,4.0,91.8,0.75,86.0,25,57.88
Benedikt Höwedes,Serie A,2017-18,13.0,2.0,93.1,1.09,8.0,3,82.33333333333333
Blaise Matuidi,Serie A,2017-18,141.0,17.0,89.9,1.76,123.0,32,73.5625
Carlo Pinsoglio,Serie A,2017-18,0.0,0.0,80.0,0.0,0.0,1,28.0
Claudio Marchisio,Serie A,2017-18,67.0,6.0,88.4,3.74,52.0,15,54.46666666666667
Daniele Rugani,Serie A,2017-18,39.0,3.0,90.7,0.51,39.0,22,87.95454545454545
Douglas Costa,Serie A,2017-18,84.0,60.0,79.1,6.22,56.0,31,57.903225806451616
Federico Bernardeschi,Serie A,2017-18,40.0,14.0,80.0,3.79,18.0,22,38.5
Gianluigi Buffon,Serie A,2017-18,0.0,0.0,80.3,0.05,0.0,21,88.66666666666667
Giorgio Chiellini,Serie A,2017-18,123.0,6.0,86.5,0.96,122.0,26,83.11538461538461
Gonzalo Higuaín,Serie A,2017-18,62.0,30.0,78.6,2.88,47.0,35,80.42857142857143
Juan Cuadrado,Serie A,2017-18,60.0,38.0,84.6,5.18,48.0,21,64.42857142857143
Kwadwo Asamoah,Serie A,2017-18,98.0,13.0,87.4,2.18,96.0,19,82.52631578947368
Mario Mandžukić,Serie A,2017-18,60.0,25.0,74.3,2.09,30.0,32,72.625
Mattia De Sciglio,Serie A,2017-18,59.0,6.0,87.8,1.77,52.0,12,80.66666666666667
Medhi Benatia,Serie A,2017-18,57.0,1.0,90.5,0.51,52.0,20,87.75
Miralem Pjanić,Serie A,2017-18,218.0,60.0,86.4,4.24,168.0,31,80.12903225806451
Paulo Dybala,Serie A,2017-18,134.0,54.0,83.2,5.66,88.0,33,71.3030303030303
Rodrigo Bentancur,Serie A,2017-18,33.0,8.0,87.9,3.57,33.0,20,29.05
Sami Khedira,Serie A,2017-18,83.0,16.0,86.1,1.98,58.0,26,73.53846153846153
Stefano Sturaro,Serie A,2017-18,27.0,6.0,79.9,1.76,20.0,12,51.083333333333336
Stephan Lichtsteiner,Serie A,2017-18,89.0,8.0,80.7,1.16,76.0,27,63.111111111111114
Wojciech Szczęsny,Serie A,2017-18,0.0,1.0,79.1,0.06,0.0,17,90.0
Adam Marušić,Serie A,2017-18,67.0,36.0,76.8,2.71,35.0,32,78.84375
Alessandro Murgia,Serie A,2017-18,42.0,8.0,81.9,2.32,24.0,16,48.5625
Bastos,Serie A,2017-18,57.0,4.0,91.0,0.51,37.0,21,67.0
Ciro Immobile,Serie A,2017-18,47.0,38.0,77.7,2.95,28.0,33,81.3030303030303
Davide Di Gennaro,Serie A,2017-18,0.0,0.0,100.0,0.0,0.0,2,5.5
Dušan Basta,Serie A,2017-18,23.0,6.0,75.4,2.26,15.0,11,70.45454545454545
Felipe Anderson,Serie A,2017-18,83.0,38.0,72.0,6.52,45.0,21,55.333333333333336
Felipe Caicedo,Serie A,2017-18,14.0,8.0,76.5,2.14,13.0,22,32.59090909090909
Jordan Lukaku,Serie A,2017-18,29.0,22.0,77.0,2.73,23.0,30,45.166666666666664
Lucas Leiva,Serie A,2017-18,278.0,39.0,86.4,2.75,223.0,36,80.05555555555556
Luis Alberto,Serie A,2017-18,272.0,89.0,73.3,6.18,201.0,34,78.5
Luiz Felipe,Serie A,2017-18,46.0,1.0,87.9,0.93,42.0,18,64.88888888888889
Marco Parolo,Serie A,2017-18,131.0,27.0,80.5,2.21,107.0,31,84.25806451612904
Martín Cáceres,Serie A,2017-18,20.0,5.0,81.3,1.43,22.0,6,73.5
Maurício,Serie A,2017-18,0.0,0.0,100.0,0.0,0.0,1,5.0
Nani,Serie A,2017-18,22.0,8.0,76.1,4.19,16.0,18,21.5
Patric,Serie A,2017-18,23.0,8.0,86.0,2.51,21.0,11,53.81818181818182
Senad Lulić,Serie A,2017-18,112.0,38.0,74.5,3.3,80.0,35,69.31428571428572
Sergej Milinković-Savić,Serie A,2017-18,226.0,52.0,78.2,3.8,171.0,35,81.25714285714285
Simone Palombi,Serie A,2017-18,2.0,0.0,85.7,1.36,0.0,1,66.0
Stefan de Vrij,Serie A,2017-18,86.0,5.0,91.1,0.62,78.0,36,84.27777777777777
Thomas Strakosha,Serie A,2017-18,0.0,2.0,75.2,0.16,14.0,38,90.0
Wallace,Serie A,2017-18,51.0,2.0,86.2,0.99,36.0,13,76.61538461538461
Ștefan Radu,Serie A,2017-18,171.0,10.0,85.6,0.76,162.0,31,83.48387096774194
Alessio Romagnoli,Serie A,2017-18,81.0,7.0,90.9,0.99,72.0,28,84.03571428571429
Andrea Conti,Serie A,2017-18,18.0,1.0,88.7,2.29,12.0,2,78.5
André Silva,Serie A,2017-18,23.0,18.0,74.1,3.94,8.0,24,39.166666666666664
Cristián Zapata,Serie A,2017-18,64.0,4.0,89.1,0.81,48.0,12,82.83333333333333
Davide Calabria,Serie A,2017-18,100.0,17.0,78.1,2.42,78.0,21,74.47619047619048
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
