player,league,season,xg,np_xg,xa,key_passes,xg_chain,xg_buildup
Mads Roerslev,Premier League,2021-22,0.2831443063914776,0.2831443063914776,0.9667048780247569,7,1.3581679975613952,0.4798683002591133
Marcus Forss,Premier League,2021-22,0.2957523949444294,0.2957523949444294,0.42056599259376526,1,0.158866997808218,0.0
Mathias Jensen,Premier League,2021-22,2.7016564928926528,2.7016564928926528,3.1610329784452915,35,7.237036062870175,2.972486024722457
Nathan Young-Coombes,Premier League,2021-22,0.0,0.0,0.0,0,0.0,0.0
Pontus Jansson,Premier League,2021-22,4.593423327431083,4.593423327431083,0.5605823006480932,5,5.387516871094704,3.885910749435425
Rico Henry,Premier League,2021-22,1.899935700930655,1.899935700930655,1.872443387284875,18,9.128159390762448,6.301865139976144
Saman Ghoddos,Premier League,2021-22,0.7120704911649227,0.7120704911649227,1.1907186191529036,6,3.1678579915314913,1.429826844483614
Sergi Canos,Premier League,2021-22,3.4899188801646233,3.4899188801646233,2.1664950996637344,17,6.9550468772649765,2.181806704029441
Shandon Baptiste,Premier League,2021-22,0.5783805977553129,0.5783805977553129,0.5454354956746101,9,2.3360376888886094,1.4911788003519177
Tariqe Fosu-Henry,Premier League,2021-22,0.05358149856328964,0.05358149856328964,0.0,0,0.05358149856328964,0.0
Vitaly Janelt,Premier League,2021-22,2.989832724444568,2.989832724444568,1.8168051782995462,23,7.372113709338009,3.241404203698039
